timestamp,source,type,title/text,sentiment,unemployment_rate,cpi,sp500,url,publishedAt
2024-01-04 13:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.026,3.83,285.27,4729.04,https://example.com/article/171,2024-01-04T13:30:00Z
2024-01-04 14:00:00,CNBC,news,Central bank warns of inflation risks,-0.084,6.39,254.26,4122.68,https://example.com/article/172,2024-01-04T14:00:00Z
2024-01-04 14:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.372,4.97,313.68,3595.54,https://example.com/article/173,2024-01-04T14:30:00Z
2024-01-04 15:00:00,MarketWatch,news,Unemployment rate drops to lowest level in a decade,-0.703,3.88,293.7,4260.97,https://example.com/article/174,2024-01-04T15:00:00Z
2024-01-04 15:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.989,5.09,281.76,4287.05,https://example.com/article/175,2024-01-04T15:30:00Z
2024-01-04 16:00:00,MarketWatch,news,Stock markets rally as tech giants post strong earnings,0.442,4.15,281.61,3797.04,https://example.com/article/176,2024-01-04T16:00:00Z
2024-01-04 16:30:00,Twitter,twitter,Tech earnings smashing expectations!,-0.203,5.69,271.88,3906.28,https://example.com/article/177,2024-01-04T16:30:00Z
2024-01-04 17:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.907,5.56,283.2,3618.59,https://example.com/article/178,2024-01-04T17:00:00Z
2024-01-04 17:30:00,Financial Times,news,Stock markets rally as tech giants post strong earnings,-0.807,5.72,306.82,4223.28,https://example.com/article/179,2024-01-04T17:30:00Z
2024-01-04 18:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.178,6.12,315.88,4049.82,https://example.com/article/180,2024-01-04T18:00:00Z
2024-01-04 18:30:00,MarketWatch,news,US housing market shows signs of cooling down,-0.375,3.81,285.52,3701.15,https://example.com/article/181,2024-01-04T18:30:00Z
2024-01-04 19:00:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,0.695,4.55,288.94,3649.35,https://example.com/article/182,2024-01-04T19:00:00Z
2024-01-04 19:30:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,-0.548,4.79,289.27,4497.66,https://example.com/article/183,2024-01-04T19:30:00Z
2024-01-04 20:00:00,CNBC,news,Crypto market sees renewed volatility,-0.942,4.32,303.37,4698.0,https://example.com/article/184,2024-01-04T20:00:00Z
2024-01-04 20:30:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.637,3.93,296.01,3590.46,https://example.com/article/185,2024-01-04T20:30:00Z
2024-01-04 21:00:00,MarketWatch,news,Stock markets rally as tech giants post strong earnings,-0.57,4.76,273.86,3981.07,https://example.com/article/186,2024-01-04T21:00:00Z
2024-01-04 21:30:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,0.192,6.15,260.89,4480.77,https://example.com/article/187,2024-01-04T21:30:00Z
2024-01-04 22:00:00,CNBC,news,Stock markets rally as tech giants post strong earnings,-0.114,4.77,292.5,4038.44,https://example.com/article/188,2024-01-04T22:00:00Z
2024-01-04 22:30:00,Bloomberg,news,Central bank warns of inflation risks,-0.31,3.83,297.48,4271.07,https://example.com/article/189,2024-01-04T22:30:00Z
2024-01-04 23:00:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.559,6.45,253.83,3765.75,https://example.com/article/190,2024-01-04T23:00:00Z
2024-01-04 23:30:00,CNBC,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.421,3.86,284.82,4059.85,https://example.com/article/191,2024-01-04T23:30:00Z
2024-01-05 00:00:00,MarketWatch,news,Consumer confidence hits record high,0.407,5.0,308.33,4548.06,https://example.com/article/192,2024-01-05T00:00:00Z
2024-01-05 00:30:00,Bloomberg,news,Consumer confidence hits record high,-0.128,4.88,255.45,3906.98,https://example.com/article/193,2024-01-05T00:30:00Z
2024-01-05 01:00:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,-0.191,5.42,270.27,4026.54,https://example.com/article/194,2024-01-05T01:00:00Z
2024-01-05 01:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.603,5.35,308.24,4695.7,https://example.com/article/195,2024-01-05T01:30:00Z
2024-01-05 02:00:00,Bloomberg,news,Consumer confidence hits record high,-0.513,5.27,286.68,4014.5,https://example.com/article/196,2024-01-05T02:00:00Z
2024-01-05 02:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",-0.557,5.84,255.35,4323.19,https://example.com/article/197,2024-01-05T02:30:00Z
2024-01-05 03:00:00,CNBC,news,Unemployment rate drops to lowest level in a decade,0.455,5.96,307.05,3807.15,https://example.com/article/198,2024-01-05T03:00:00Z
2024-01-05 03:30:00,Reuters,news,US housing market shows signs of cooling down,-0.653,3.96,303.14,3597.96,https://example.com/article/199,2024-01-05T03:30:00Z
2024-01-05 04:00:00,Twitter,twitter,Tech earnings smashing expectations!,0.509,5.78,281.42,4701.4,https://example.com/article/200,2024-01-05T04:00:00Z
2024-01-05 04:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",-0.698,3.7,280.95,3893.67,https://example.com/article/201,2024-01-05T04:30:00Z
2024-01-05 05:00:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,-0.888,5.02,271.73,4087.49,https://example.com/article/202,2024-01-05T05:00:00Z
2024-01-05 05:30:00,CNBC,news,Unemployment rate drops to lowest level in a decade,-0.847,6.09,309.87,4299.51,https://example.com/article/203,2024-01-05T05:30:00Z
2024-01-05 06:00:00,Twitter,twitter,Tech earnings smashing expectations!,0.161,6.36,301.72,3553.33,https://example.com/article/204,2024-01-05T06:00:00Z
2024-01-05 06:30:00,MarketWatch,news,Unemployment rate drops to lowest level in a decade,-0.049,3.95,254.33,3634.55,https://example.com/article/205,2024-01-05T06:30:00Z
2024-01-05 07:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.009,4.02,267.34,4069.09,https://example.com/article/206,2024-01-05T07:00:00Z
2024-01-05 07:30:00,Twitter,twitter,Gold going up means fear is back.,0.045,3.98,276.1,3867.76,https://example.com/article/207,2024-01-05T07:30:00Z
2024-01-05 08:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.358,3.66,294.16,3935.04,https://example.com/article/208,2024-01-05T08:00:00Z
2024-01-05 08:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.116,4.66,267.64,4607.04,https://example.com/article/209,2024-01-05T08:30:00Z
2024-01-05 09:00:00,Bloomberg,news,Unemployment rate drops to lowest level in a decade,0.165,3.92,274.49,4758.01,https://example.com/article/210,2024-01-05T09:00:00Z
2024-01-05 09:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.19,6.31,271.67,3989.68,https://example.com/article/211,2024-01-05T09:30:00Z
2024-01-05 10:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.34,5.99,301.71,4391.04,https://example.com/article/212,2024-01-05T10:00:00Z
2024-01-05 10:30:00,MarketWatch,news,Consumer confidence hits record high,-0.276,4.59,262.62,3778.45,https://example.com/article/213,2024-01-05T10:30:00Z
2024-01-05 11:00:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,-0.547,3.91,255.4,4597.76,https://example.com/article/214,2024-01-05T11:00:00Z
2024-01-05 11:30:00,MarketWatch,news,Central bank warns of inflation risks,0.67,6.15,252.64,3937.79,https://example.com/article/215,2024-01-05T11:30:00Z
2024-01-05 12:00:00,Financial Times,news,Crypto market sees renewed volatility,-0.691,4.04,298.5,4312.16,https://example.com/article/216,2024-01-05T12:00:00Z
2024-01-05 12:30:00,Bloomberg,news,Global supply chain disruptions continue to weigh on markets,-0.178,5.53,266.63,4077.46,https://example.com/article/217,2024-01-05T12:30:00Z
2024-01-05 13:00:00,Twitter,twitter,Tech earnings smashing expectations!,-0.532,4.22,317.59,4519.68,https://example.com/article/218,2024-01-05T13:00:00Z
2024-01-05 13:30:00,MarketWatch,news,Unemployment rate drops to lowest level in a decade,0.969,4.89,269.72,3996.43,https://example.com/article/219,2024-01-05T13:30:00Z
2024-01-05 14:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,0.634,5.9,259.69,3825.0,https://example.com/article/220,2024-01-05T14:00:00Z
2024-01-05 14:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.109,3.81,309.21,4606.52,https://example.com/article/221,2024-01-05T14:30:00Z
2024-01-05 15:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.526,4.32,313.37,3691.55,https://example.com/article/222,2024-01-05T15:00:00Z
2024-01-05 15:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.893,4.17,281.58,3954.46,https://example.com/article/223,2024-01-05T15:30:00Z
2024-01-05 16:00:00,Bloomberg,news,Consumer confidence hits record high,-0.207,4.62,277.03,3606.09,https://example.com/article/224,2024-01-05T16:00:00Z
2024-01-05 16:30:00,CNBC,news,Federal Reserve signals possible interest rate cut next quarter,0.862,6.02,295.5,4528.79,https://example.com/article/225,2024-01-05T16:30:00Z
2024-01-05 17:00:00,CNBC,news,Federal Reserve signals possible interest rate cut next quarter,0.835,4.92,308.18,4486.49,https://example.com/article/226,2024-01-05T17:00:00Z
2024-01-05 17:30:00,Twitter,twitter,Tech earnings smashing expectations!,0.231,6.22,251.33,3780.35,https://example.com/article/227,2024-01-05T17:30:00Z
2024-01-05 18:00:00,MarketWatch,news,Central bank warns of inflation risks,0.056,3.83,270.17,3891.5,https://example.com/article/228,2024-01-05T18:00:00Z
2024-01-05 18:30:00,Financial Times,news,Gold surges as investors seek safe haven assets,0.278,5.37,254.4,4587.69,https://example.com/article/229,2024-01-05T18:30:00Z
2024-01-05 19:00:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,0.072,5.4,290.25,4434.11,https://example.com/article/230,2024-01-05T19:00:00Z
2024-01-05 19:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.997,4.56,289.95,3743.51,https://example.com/article/231,2024-01-05T19:30:00Z
2024-01-05 20:00:00,CNBC,news,Central bank warns of inflation risks,-0.865,5.08,285.51,4784.83,https://example.com/article/232,2024-01-05T20:00:00Z
2024-01-05 20:30:00,Financial Times,news,Consumer confidence hits record high,-0.913,4.66,276.13,4471.51,https://example.com/article/233,2024-01-05T20:30:00Z
2024-01-05 21:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.31,5.7,293.98,4502.95,https://example.com/article/234,2024-01-05T21:00:00Z
2024-01-05 21:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.911,5.14,306.95,3727.62,https://example.com/article/235,2024-01-05T21:30:00Z
2024-01-05 22:00:00,Twitter,twitter,Tech earnings smashing expectations!,0.263,5.93,254.42,4509.05,https://example.com/article/236,2024-01-05T22:00:00Z
2024-01-05 22:30:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.413,3.63,263.96,3554.48,https://example.com/article/237,2024-01-05T22:30:00Z
2024-01-05 23:00:00,Twitter,twitter,Gold going up means fear is back.,-0.204,5.95,283.14,3547.61,https://example.com/article/238,2024-01-05T23:00:00Z
2024-01-05 23:30:00,CNBC,news,US housing market shows signs of cooling down,0.724,3.64,295.9,3855.18,https://example.com/article/239,2024-01-05T23:30:00Z
2024-01-06 00:00:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.779,5.73,312.62,4002.64,https://example.com/article/240,2024-01-06T00:00:00Z
2024-01-06 00:30:00,Financial Times,news,Global supply chain disruptions continue to weigh on markets,-0.265,5.89,268.67,3607.39,https://example.com/article/241,2024-01-06T00:30:00Z
2024-01-06 01:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.139,6.49,262.63,3881.9,https://example.com/article/242,2024-01-06T01:00:00Z
2024-01-06 01:30:00,CNBC,news,Stock markets rally as tech giants post strong earnings,0.322,4.42,292.18,4053.95,https://example.com/article/243,2024-01-06T01:30:00Z
2024-01-06 02:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",-0.106,5.68,313.81,4299.31,https://example.com/article/244,2024-01-06T02:00:00Z
2024-01-06 02:30:00,Twitter,twitter,SP500 breakout incoming 🔥,0.279,5.87,254.02,4372.54,https://example.com/article/245,2024-01-06T02:30:00Z
2024-01-06 03:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.026,5.75,261.2,3540.48,https://example.com/article/246,2024-01-06T03:00:00Z
2024-01-06 03:30:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.748,4.21,295.16,3970.8,https://example.com/article/247,2024-01-06T03:30:00Z
2024-01-06 04:00:00,Reuters,news,Crypto market sees renewed volatility,0.358,6.35,276.04,4492.01,https://example.com/article/248,2024-01-06T04:00:00Z
2024-01-06 04:30:00,CNBC,news,Central bank warns of inflation risks,-0.204,5.45,267.47,3647.48,https://example.com/article/249,2024-01-06T04:30:00Z
2024-01-06 05:00:00,MarketWatch,news,Global supply chain disruptions continue to weigh on markets,-0.226,5.19,268.32,3838.38,https://example.com/article/250,2024-01-06T05:00:00Z
2024-01-06 05:30:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,0.993,4.36,314.15,4138.56,https://example.com/article/251,2024-01-06T05:30:00Z
2024-01-06 06:00:00,Bloomberg,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.096,6.2,281.16,3614.13,https://example.com/article/252,2024-01-06T06:00:00Z
2024-01-06 06:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.419,5.15,270.33,3889.94,https://example.com/article/253,2024-01-06T06:30:00Z
2024-01-06 07:00:00,CNBC,news,Oil prices rise amid geopolitical tensions in the Middle East,0.018,3.86,264.07,3680.54,https://example.com/article/254,2024-01-06T07:00:00Z
2024-01-06 07:30:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.278,5.22,282.72,4777.92,https://example.com/article/255,2024-01-06T07:30:00Z
2024-01-06 08:00:00,Bloomberg,news,Crypto market sees renewed volatility,-0.869,4.69,300.19,4122.26,https://example.com/article/256,2024-01-06T08:00:00Z
2024-01-06 08:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.647,3.72,318.07,4335.04,https://example.com/article/257,2024-01-06T08:30:00Z
2024-01-06 09:00:00,Twitter,twitter,Tech earnings smashing expectations!,0.36,4.53,311.46,4514.34,https://example.com/article/258,2024-01-06T09:00:00Z
2024-01-06 09:30:00,Financial Times,news,Oil prices rise amid geopolitical tensions in the Middle East,0.006,6.1,308.2,4173.53,https://example.com/article/259,2024-01-06T09:30:00Z
2024-01-06 10:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.676,6.3,265.78,4731.73,https://example.com/article/260,2024-01-06T10:00:00Z
2024-01-06 10:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.499,5.41,288.56,3662.72,https://example.com/article/261,2024-01-06T10:30:00Z
2024-01-06 11:00:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,0.067,5.01,261.8,4724.09,https://example.com/article/262,2024-01-06T11:00:00Z
2024-01-06 11:30:00,MarketWatch,news,Oil prices rise amid geopolitical tensions in the Middle East,0.441,5.32,308.98,4232.7,https://example.com/article/263,2024-01-06T11:30:00Z
2024-01-06 12:00:00,Bloomberg,news,Stock markets rally as tech giants post strong earnings,0.897,5.81,268.53,3774.05,https://example.com/article/264,2024-01-06T12:00:00Z
2024-01-06 12:30:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,0.278,4.99,293.9,3876.57,https://example.com/article/265,2024-01-06T12:30:00Z
2024-01-06 13:00:00,Twitter,twitter,Tech earnings smashing expectations!,-0.51,5.92,278.43,4089.61,https://example.com/article/266,2024-01-06T13:00:00Z
2024-01-06 13:30:00,Financial Times,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.169,4.89,273.81,3686.77,https://example.com/article/267,2024-01-06T13:30:00Z
2024-01-06 14:00:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.951,3.89,275.94,4230.15,https://example.com/article/268,2024-01-06T14:00:00Z
2024-01-06 14:30:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,-0.067,4.3,267.35,3625.86,https://example.com/article/269,2024-01-06T14:30:00Z
2024-01-06 15:00:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.728,4.75,317.39,4673.0,https://example.com/article/270,2024-01-06T15:00:00Z
2024-01-06 15:30:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,0.442,4.07,261.15,4794.76,https://example.com/article/271,2024-01-06T15:30:00Z
2024-01-06 16:00:00,Twitter,twitter,Tech earnings smashing expectations!,0.758,4.99,256.3,4011.21,https://example.com/article/272,2024-01-06T16:00:00Z
2024-01-06 16:30:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,-0.57,4.56,253.54,4143.36,https://example.com/article/273,2024-01-06T16:30:00Z
2024-01-06 17:00:00,Twitter,twitter,SP500 breakout incoming 🔥,0.073,6.04,280.16,4647.19,https://example.com/article/274,2024-01-06T17:00:00Z
2024-01-06 17:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.268,4.7,289.92,3753.05,https://example.com/article/275,2024-01-06T17:30:00Z
2024-01-06 18:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.227,4.85,288.49,4572.9,https://example.com/article/276,2024-01-06T18:00:00Z
2024-01-06 18:30:00,Bloomberg,news,Oil prices rise amid geopolitical tensions in the Middle East,-0.212,5.88,273.74,4720.63,https://example.com/article/277,2024-01-06T18:30:00Z
2024-01-06 19:00:00,MarketWatch,news,Gold surges as investors seek safe haven assets,0.018,5.0,253.17,3678.15,https://example.com/article/278,2024-01-06T19:00:00Z
2024-01-06 19:30:00,Twitter,twitter,Tech earnings smashing expectations!,0.039,3.95,312.52,3681.72,https://example.com/article/279,2024-01-06T19:30:00Z
2024-01-06 20:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.214,5.35,308.98,4271.84,https://example.com/article/280,2024-01-06T20:00:00Z
2024-01-06 20:30:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,-0.4,5.95,275.79,4375.95,https://example.com/article/281,2024-01-06T20:30:00Z
2024-01-06 21:00:00,Twitter,twitter,CPI numbers tomorrow. Brace yourselves.,-0.385,6.2,311.05,4318.04,https://example.com/article/282,2024-01-06T21:00:00Z
2024-01-06 21:30:00,Twitter,twitter,SP500 breakout incoming 🔥,0.934,5.85,304.33,4250.92,https://example.com/article/283,2024-01-06T21:30:00Z
2024-01-06 22:00:00,Financial Times,news,Crypto market sees renewed volatility,-0.659,5.39,293.38,4593.52,https://example.com/article/284,2024-01-06T22:00:00Z
2024-01-06 22:30:00,Bloomberg,news,Gold surges as investors seek safe haven assets,0.145,5.6,263.35,4073.35,https://example.com/article/285,2024-01-06T22:30:00Z
2024-01-06 23:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.174,4.11,285.13,4294.92,https://example.com/article/286,2024-01-06T23:00:00Z
2024-01-06 23:30:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,0.412,5.06,289.26,4797.56,https://example.com/article/287,2024-01-06T23:30:00Z
2024-01-07 00:00:00,Twitter,twitter,Gold going up means fear is back.,-0.246,6.37,282.18,4193.07,https://example.com/article/288,2024-01-07T00:00:00Z
2024-01-07 00:30:00,Twitter,twitter,SP500 breakout incoming 🔥,0.22,4.08,267.26,4225.51,https://example.com/article/289,2024-01-07T00:30:00Z
2024-01-07 01:00:00,CNBC,news,US housing market shows signs of cooling down,0.41,5.57,284.23,4123.74,https://example.com/article/290,2024-01-07T01:00:00Z
2024-01-07 01:30:00,Twitter,twitter,SP500 breakout incoming 🔥,-0.756,5.53,276.58,4774.21,https://example.com/article/291,2024-01-07T01:30:00Z
2024-01-07 02:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.419,4.36,299.99,3950.27,https://example.com/article/292,2024-01-07T02:00:00Z
2024-01-07 02:30:00,Twitter,twitter,SP500 breakout incoming 🔥,0.495,4.14,307.96,3852.47,https://example.com/article/293,2024-01-07T02:30:00Z
2024-01-07 03:00:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.782,5.72,266.75,3566.0,https://example.com/article/294,2024-01-07T03:00:00Z
2024-01-07 03:30:00,Bloomberg,news,Gold surges as investors seek safe haven assets,-0.8,4.49,283.07,4385.55,https://example.com/article/295,2024-01-07T03:30:00Z
2024-01-07 04:00:00,MarketWatch,news,Federal Reserve signals possible interest rate cut next quarter,0.956,3.97,295.7,4644.84,https://example.com/article/296,2024-01-07T04:00:00Z
2024-01-07 04:30:00,Twitter,twitter,Tech earnings smashing expectations!,0.301,5.77,270.11,3871.04,https://example.com/article/297,2024-01-07T04:30:00Z
2024-01-07 05:00:00,MarketWatch,news,Stock markets rally as tech giants post strong earnings,-0.536,5.72,309.52,3548.49,https://example.com/article/298,2024-01-07T05:00:00Z
2024-01-07 05:30:00,Reuters,news,Consumer confidence hits record high,0.868,3.61,308.53,4524.35,https://example.com/article/299,2024-01-07T05:30:00Z
2024-01-07 06:00:00,Bloomberg,news,US housing market shows signs of cooling down,-0.981,5.2,257.51,4777.89,https://example.com/article/300,2024-01-07T06:00:00Z
2024-01-07 06:30:00,Twitter,twitter,Tech earnings smashing expectations!,0.978,5.13,284.57,4720.13,https://example.com/article/301,2024-01-07T06:30:00Z
2024-01-07 07:00:00,Twitter,twitter,SP500 breakout incoming 🔥,-0.614,3.84,261.37,4096.59,https://example.com/article/302,2024-01-07T07:00:00Z
2024-01-07 07:30:00,Twitter,twitter,Oil prices are climbing again. Expect higher gas prices soon.,-0.972,4.51,270.65,4376.72,https://example.com/article/303,2024-01-07T07:30:00Z
2024-01-07 08:00:00,MarketWatch,news,Oil prices rise amid geopolitical tensions in the Middle East,0.712,6.19,307.89,4169.86,https://example.com/article/304,2024-01-07T08:00:00Z
2024-01-07 08:30:00,Bloomberg,news,Consumer confidence hits record high,-0.63,3.92,272.65,3822.46,https://example.com/article/305,2024-01-07T08:30:00Z
2024-01-07 09:00:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.529,5.76,316.78,3892.53,https://example.com/article/306,2024-01-07T09:00:00Z
2024-01-07 09:30:00,CNBC,news,US housing market shows signs of cooling down,0.386,3.69,258.28,3898.85,https://example.com/article/307,2024-01-07T09:30:00Z
2024-01-07 10:00:00,Twitter,twitter,Gold going up means fear is back.,0.846,6.16,303.89,4397.38,https://example.com/article/308,2024-01-07T10:00:00Z
2024-01-07 10:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.229,4.16,259.35,3699.14,https://example.com/article/309,2024-01-07T10:30:00Z
2024-01-07 11:00:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.404,6.24,303.01,4542.59,https://example.com/article/310,2024-01-07T11:00:00Z
2024-01-07 11:30:00,MarketWatch,news,Gold surges as investors seek safe haven assets,0.746,3.75,281.27,4414.9,https://example.com/article/311,2024-01-07T11:30:00Z
2024-01-07 12:00:00,Bloomberg,news,Crypto market sees renewed volatility,-0.876,5.14,285.38,4244.51,https://example.com/article/312,2024-01-07T12:00:00Z
2024-01-07 12:30:00,CNBC,news,Oil prices rise amid geopolitical tensions in the Middle East,0.709,4.83,297.62,4431.99,https://example.com/article/313,2024-01-07T12:30:00Z
2024-01-07 13:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.798,4.84,253.89,3671.53,https://example.com/article/314,2024-01-07T13:00:00Z
2024-01-07 13:30:00,Twitter,twitter,Tech earnings smashing expectations!,0.128,5.18,297.09,3900.62,https://example.com/article/315,2024-01-07T13:30:00Z
2024-01-07 14:00:00,CNBC,news,Consumer confidence hits record high,0.633,5.74,290.48,3558.88,https://example.com/article/316,2024-01-07T14:00:00Z
2024-01-07 14:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.082,3.68,312.6,4781.98,https://example.com/article/317,2024-01-07T14:30:00Z
2024-01-07 15:00:00,Twitter,twitter,Markets looking bullish today 🚀 #stocks,-0.426,4.04,259.48,4333.98,https://example.com/article/318,2024-01-07T15:00:00Z
2024-01-07 15:30:00,Twitter,twitter,"Unemployment down, but inflation is still high...",0.986,4.65,310.87,4678.8,https://example.com/article/319,2024-01-07T15:30:00Z
2024-01-07 16:00:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,0.365,5.49,287.75,4349.59,https://example.com/article/320,2024-01-07T16:00:00Z
2024-01-07 16:30:00,Twitter,twitter,Not sure if the Fed cutting rates is good long term 🤔,-0.643,5.11,287.02,4446.22,https://example.com/article/321,2024-01-07T16:30:00Z
2024-01-07 17:00:00,Bloomberg,news,Federal Reserve signals possible interest rate cut next quarter,0.957,4.89,300.34,4051.37,https://example.com/article/322,2024-01-07T17:00:00Z
2024-01-07 17:30:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,-0.505,4.54,269.3,4718.63,https://example.com/article/323,2024-01-07T17:30:00Z
2024-01-07 18:00:00,Financial Times,news,Federal Reserve signals possible interest rate cut next quarter,0.23,6.31,312.23,3812.87,https://example.com/article/324,2024-01-07T18:00:00Z
2024-01-07 18:30:00,MarketWatch,news,Stock markets rally as tech giants post strong earnings,-0.933,5.29,299.23,3563.28,https://example.com/article/325,2024-01-07T18:30:00Z
2024-01-07 19:00:00,Financial Times,news,Consumer confidence hits record high,-0.531,4.15,310.46,3573.38,https://example.com/article/326,2024-01-07T19:00:00Z
2024-01-07 19:30:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,0.632,5.69,272.32,4277.29,https://example.com/article/327,2024-01-07T19:30:00Z
2024-01-07 20:00:00,Twitter,twitter,Feeling nervous about this volatility in crypto 😬,-0.396,3.93,296.21,3787.36,https://example.com/article/328,2024-01-07T20:00:00Z
2024-01-07 20:30:00,Twitter,twitter,SP500 breakout incoming 🔥,-0.878,6.35,311.58,4685.05,https://example.com/article/329,2024-01-07T20:30:00Z
2024-01-07 21:00:00,Twitter,twitter,Gold going up means fear is back.,-0.009,6.42,315.91,4372.75,https://example.com/article/330,2024-01-07T21:00:00Z
2024-01-07 21:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,-0.183,4.4,262.87,4199.31,https://example.com/article/331,2024-01-07T21:30:00Z
2024-01-07 22:00:00,CNBC,news,Gold surges as investors seek safe haven assets,0.715,3.93,282.41,3574.91,https://example.com/article/332,2024-01-07T22:00:00Z
2024-01-07 22:30:00,Twitter,twitter,Housing market finally cooling. Buyers getting relief?,0.115,3.9,267.0,3764.34,https://example.com/article/333,2024-01-07T22:30:00Z
2024-01-07 23:00:00,CNBC,news,Global supply chain disruptions continue to weigh on markets,-0.815,5.67,263.33,3849.0,https://example.com/article/334,2024-01-07T23:00:00Z
2024-01-07 23:30:00,Reuters,news,Stock markets rally as tech giants post strong earnings,0.609,5.26,297.0,3782.12,https://example.com/article/335,2024-01-07T23:30:00Z
2024-01-08 00:00:00,CNBC,news,Unemployment rate drops to lowest level in a decade,0.914,3.55,315.6,4750.7,https://example.com/article/336,2024-01-08T00:00:00Z
2024-01-08 00:30:00,Reuters,news,Global supply chain disruptions continue to weigh on markets,0.391,5.61,277.76,3811.13,https://example.com/article/337,2024-01-08T00:30:00Z
2024-01-08 01:00:00,Twitter,twitter,SP500 breakout incoming 🔥,-0.239,5.1,275.15,3840.03,https://example.com/article/338,2024-01-08T01:00:00Z
2024-01-08 01:30:00,Twitter,twitter,Tech earnings smashing expectations!,-0.803,6.44,282.86,4591.65,https://example.com/article/339,2024-01-08T01:30:00Z
